Date	power consumption	Hours of Year
2013-12-02 11:00:00.000000	24.225	4297
2013-11-13 00:00:00.000000	24.224999999999998	4298
2013-11-24 03:00:00.000000	24.200000000000003	4299
2013-01-05 02:00:00.000000	24.2	4300
2013-01-13 09:00:00.000000	24.2	4301
2013-01-20 00:00:00.000000	24.2	4302
2013-03-23 23:00:00.000000	24.2	4303
2013-03-24 01:00:00.000000	24.2	4304
2013-03-30 00:00:00.000000	24.2	4305
2013-03-30 15:00:00.000000	24.2	4306
2013-06-12 19:00:00.000000	24.2	4307
2013-07-04 05:00:00.000000	24.2	4308
2013-07-05 06:00:00.000000	24.2	4309
2013-07-12 01:00:00.000000	24.2	4310
2013-09-03 02:00:00.000000	24.2	4311
2013-09-27 19:00:00.000000	24.2	4312
2013-10-12 01:00:00.000000	24.2	4313
2013-10-23 23:00:00.000000	24.2	4314
2013-11-29 21:00:00.000000	24.2	4315
2013-01-19 14:00:00.000000	24.175	4316
2013-02-04 09:00:00.000000	24.175	4317
2013-02-15 15:00:00.000000	24.175	4318
2013-03-24 21:00:00.000000	24.175	4319
2013-03-28 21:00:00.000000	24.175	4320
2013-03-29 04:00:00.000000	24.175	4321
2013-04-15 23:00:00.000000	24.175	4322
2013-05-04 04:00:00.000000	24.175	4323
2013-05-12 04:00:00.000000	24.175	4324
2013-06-04 01:00:00.000000	24.175	4325
2013-08-03 21:00:00.000000	24.175	4326
2013-09-26 00:00:00.000000	24.175	4327
2013-11-12 03:00:00.000000	24.175	4328
2013-11-15 22:00:00.000000	24.175	4329
2013-12-25 14:00:00.000000	24.175	4330
2013-12-30 16:00:00.000000	24.175	4331
2013-12-31 15:00:00.000000	24.175	4332
2013-11-29 22:00:00.000000	24.174999999999997	4333
2013-01-02 00:00:00.000000	24.166666666666668	4334
2013-01-27 08:00:00.000000	24.15	4335
2013-01-27 13:00:00.000000	24.15	4336
2013-02-16 17:00:00.000000	24.15	4337
2013-03-04 21:00:00.000000	24.15	4338
2013-03-22 21:00:00.000000	24.15	4339
2013-03-25 10:00:00.000000	24.15	4340
2013-03-28 04:00:00.000000	24.15	4341
2013-03-29 03:00:00.000000	24.15	4342
2013-04-13 05:00:00.000000	24.15	4343
2013-06-12 23:00:00.000000	24.15	4344
2013-07-04 22:00:00.000000	24.15	4345
2013-07-12 06:00:00.000000	24.15	4346
2013-07-20 13:00:00.000000	24.15	4347
2013-09-09 06:00:00.000000	24.15	4348
2013-09-11 06:00:00.000000	24.15	4349
2013-09-30 00:00:00.000000	24.15	4350
2013-11-23 06:00:00.000000	24.15	4351
2013-11-24 05:00:00.000000	24.15	4352
2013-11-30 07:00:00.000000	24.15	4353
2013-01-20 08:00:00.000000	24.125	4354
2013-01-26 14:00:00.000000	24.125	4355
2013-02-03 11:00:00.000000	24.125	4356
2013-02-05 22:00:00.000000	24.125	4357
2013-03-23 03:00:00.000000	24.125	4358
2013-03-24 23:00:00.000000	24.125	4359
2013-04-15 05:00:00.000000	24.125	4360
2013-04-30 22:00:00.000000	24.125	4361
2013-08-03 23:00:00.000000	24.125	4362
2013-08-05 19:00:00.000000	24.125	4363
2013-09-29 00:00:00.000000	24.125	4364
2013-10-03 21:00:00.000000	24.125	4365
2013-10-24 00:00:00.000000	24.125	4366
2013-11-02 15:00:00.000000	24.125	4367
2013-11-14 01:00:00.000000	24.125	4368
2013-11-15 20:00:00.000000	24.125	4369
2013-12-01 10:00:00.000000	24.125	4370
2013-01-16 04:00:00.000000	24.1	4371
2013-03-17 10:00:00.000000	24.1	4372
2013-03-23 01:00:00.000000	24.1	4373
2013-03-24 02:00:00.000000	24.1	4374
2013-03-31 03:00:00.000000	24.1	4375
2013-04-07 00:00:00.000000	24.1	4376
2013-05-04 21:00:00.000000	24.1	4377
2013-05-31 11:00:00.000000	24.1	4378
2013-07-23 06:00:00.000000	24.1	4379
2013-07-23 18:00:00.000000	24.1	4380
2013-09-10 05:00:00.000000	24.1	4381
2013-11-15 23:00:00.000000	24.1	4382
2013-12-02 08:00:00.000000	24.1	4383
2013-12-27 06:00:00.000000	24.1	4384
2013-12-28 03:00:00.000000	24.1	4385
2013-12-30 03:00:00.000000	24.1	4386
2013-08-04 04:00:00.000000	24.075000000000003	4387
2013-09-29 19:00:00.000000	24.075000000000003	4388
2013-01-12 03:00:00.000000	24.075	4389
2013-01-19 08:00:00.000000	24.075	4390
2013-01-27 14:00:00.000000	24.075	4391
2013-02-16 09:00:00.000000	24.075	4392
2013-03-04 02:00:00.000000	24.075	4393
2013-03-26 02:00:00.000000	24.075	4394
2013-03-30 01:00:00.000000	24.075	4395
2013-03-30 03:00:00.000000	24.075	4396
2013-04-04 16:00:00.000000	24.075	4397
2013-05-12 05:00:00.000000	24.075	4398
2013-07-05 22:00:00.000000	24.075	4399
2013-07-20 01:00:00.000000	24.075	4400
2013-10-03 23:00:00.000000	24.075	4401
2013-10-04 00:00:00.000000	24.075	4402
2013-10-23 05:00:00.000000	24.075	4403
2013-12-01 16:00:00.000000	24.075	4404
2013-12-02 14:00:00.000000	24.075	4405
2013-12-15 16:00:00.000000	24.075	4406
2013-12-27 17:00:00.000000	24.075	4407
2013-12-31 12:00:00.000000	24.075	4408
2013-01-12 04:00:00.000000	24.05	4409
2013-03-04 01:00:00.000000	24.05	4410
2013-03-30 22:00:00.000000	24.05	4411
2013-03-31 20:00:00.000000	24.05	4412
2013-06-04 05:00:00.000000	24.05	4413
2013-06-05 21:00:00.000000	24.05	4414
2013-07-12 05:00:00.000000	24.05	4415
2013-09-25 04:00:00.000000	24.05	4416
2013-09-28 02:00:00.000000	24.05	4417
2013-11-02 08:00:00.000000	24.05	4418
2013-11-07 20:00:00.000000	24.05	4419
2013-11-10 01:00:00.000000	24.05	4420
2013-11-29 19:00:00.000000	24.05	4421
2013-12-31 16:00:00.000000	24.05	4422
2013-11-12 00:00:00.000000	24.049999999999997	4423
2013-11-23 23:00:00.000000	24.049999999999997	4424
2013-02-16 15:00:00.000000	24.025	4425
2013-03-23 20:00:00.000000	24.025	4426
2013-03-26 10:00:00.000000	24.025	4427
2013-03-28 19:00:00.000000	24.025	4428
2013-03-31 22:00:00.000000	24.025	4429
2013-06-27 19:00:00.000000	24.025	4430
2013-07-04 03:00:00.000000	24.025	4431
2013-07-04 06:00:00.000000	24.025	4432
2013-08-04 00:00:00.000000	24.025	4433
2013-09-26 03:00:00.000000	24.025	4434
2013-11-23 02:00:00.000000	24.025	4435
2013-11-30 03:00:00.000000	24.025	4436
2013-03-25 02:00:00.000000	24.0	4437
2013-04-13 04:00:00.000000	24.0	4438
2013-05-13 23:00:00.000000	24.0	4439
2013-06-17 20:00:00.000000	24.0	4440
2013-06-26 19:00:00.000000	24.0	4441
2013-08-05 21:00:00.000000	24.0	4442
2013-10-02 13:00:00.000000	24.0	4443
2013-12-27 22:00:00.000000	24.0	4444
2013-01-19 09:00:00.000000	23.975	4445
2013-02-02 15:00:00.000000	23.975	4446
2013-02-04 05:00:00.000000	23.975	4447
2013-03-24 04:00:00.000000	23.975	4448
2013-03-27 04:00:00.000000	23.975	4449
2013-04-07 04:00:00.000000	23.975	4450
2013-04-15 22:00:00.000000	23.975	4451
2013-04-16 04:00:00.000000	23.975	4452
2013-07-23 17:00:00.000000	23.975	4453
2013-09-03 23:00:00.000000	23.975	4454
2013-11-24 06:00:00.000000	23.975	4455
2013-12-29 22:00:00.000000	23.975	4456
2013-03-30 21:00:00.000000	23.950000000000003	4457
2013-01-04 02:00:00.000000	23.95	4458
2013-01-20 11:00:00.000000	23.95	4459
2013-01-26 10:00:00.000000	23.95	4460
2013-02-16 13:00:00.000000	23.95	4461
2013-03-17 12:00:00.000000	23.95	4462
2013-03-27 00:00:00.000000	23.95	4463
2013-03-27 22:00:00.000000	23.95	4464
2013-03-31 06:00:00.000000	23.95	4465
2013-04-04 15:00:00.000000	23.95	4466
2013-05-04 01:00:00.000000	23.95	4467
2013-08-05 06:00:00.000000	23.95	4468
2013-08-12 02:00:00.000000	23.95	4469
2013-09-03 20:00:00.000000	23.95	4470
2013-09-19 04:00:00.000000	23.95	4471
2013-11-22 20:00:00.000000	23.95	4472
2013-11-29 20:00:00.000000	23.95	4473
2013-11-30 02:00:00.000000	23.95	4474
2013-11-30 22:00:00.000000	23.95	4475
2013-01-10 21:00:00.000000	23.925	4476
2013-02-04 21:00:00.000000	23.925	4477
2013-03-24 19:00:00.000000	23.925	4478
2013-04-04 11:00:00.000000	23.925	4479
2013-04-04 17:00:00.000000	23.925	4480
2013-09-03 11:00:00.000000	23.925	4481
2013-10-23 04:00:00.000000	23.925	4482
2013-10-24 03:00:00.000000	23.925	4483
2013-11-10 02:00:00.000000	23.925	4484
2013-11-23 20:00:00.000000	23.925	4485
2013-12-09 21:00:00.000000	23.925	4486
2013-12-30 00:00:00.000000	23.925	4487
2013-12-31 14:00:00.000000	23.925	4488
2013-11-22 18:00:00.000000	23.924999999999997	4489
2013-01-12 00:00:00.000000	23.900000000000002	4490
2013-01-30 23:00:00.000000	23.900000000000002	4491
2013-01-04 00:00:00.000000	23.9	4492
2013-02-05 23:00:00.000000	23.9	4493
2013-03-02 09:00:00.000000	23.9	4494
2013-03-03 07:00:00.000000	23.9	4495
2013-03-03 08:00:00.000000	23.9	4496
2013-03-03 18:00:00.000000	23.9	4497
2013-03-26 20:00:00.000000	23.9	4498
2013-03-29 21:00:00.000000	23.9	4499
2013-04-12 23:00:00.000000	23.9	4500
2013-05-12 01:00:00.000000	23.9	4501
2013-07-04 20:00:00.000000	23.9	4502
2013-07-12 02:00:00.000000	23.9	4503
2013-07-12 17:00:00.000000	23.9	4504
2013-10-12 00:00:00.000000	23.9	4505
2013-11-24 01:00:00.000000	23.9	4506
2013-12-02 09:00:00.000000	23.9	4507
2013-12-20 22:00:00.000000	23.9	4508
2013-01-04 21:00:00.000000	23.875	4509
2013-02-03 16:00:00.000000	23.875	4510
2013-02-04 20:00:00.000000	23.875	4511
2013-02-16 08:00:00.000000	23.875	4512
2013-03-27 23:00:00.000000	23.875	4513
2013-03-28 20:00:00.000000	23.875	4514
2013-03-30 02:00:00.000000	23.875	4515
2013-04-04 12:00:00.000000	23.875	4516
2013-04-16 03:00:00.000000	23.875	4517
2013-05-12 02:00:00.000000	23.875	4518
2013-05-15 04:00:00.000000	23.875	4519
2013-06-04 03:00:00.000000	23.875	4520
2013-07-20 04:00:00.000000	23.875	4521
2013-09-12 05:00:00.000000	23.875	4522
2013-11-12 05:00:00.000000	23.875	4523
2013-11-17 04:00:00.000000	23.875	4524
2013-11-23 01:00:00.000000	23.875	4525
2013-11-23 18:00:00.000000	23.875	4526
2013-11-24 20:00:00.000000	23.875	4527
2013-12-02 15:00:00.000000	23.875	4528
2013-12-30 04:00:00.000000	23.875	4529
2013-01-04 01:00:00.000000	23.85	4530
2013-01-13 10:00:00.000000	23.85	4531
2013-01-19 15:00:00.000000	23.85	4532
2013-01-26 12:00:00.000000	23.85	4533
2013-03-23 21:00:00.000000	23.85	4534
2013-04-16 01:00:00.000000	23.85	4535
2013-04-26 17:00:00.000000	23.85	4536
2013-06-04 00:00:00.000000	23.85	4537
2013-06-12 21:00:00.000000	23.85	4538
2013-07-12 21:00:00.000000	23.85	4539
2013-08-12 22:00:00.000000	23.85	4540
2013-09-02 08:00:00.000000	23.85	4541
2013-09-23 05:00:00.000000	23.85	4542
2013-10-02 11:00:00.000000	23.85	4543
2013-10-12 23:00:00.000000	23.85	4544
2013-11-11 05:00:00.000000	23.85	4545
2013-11-17 20:00:00.000000	23.85	4546
2013-11-23 17:00:00.000000	23.85	4547
2013-11-29 18:00:00.000000	23.85	4548
2013-11-30 01:00:00.000000	23.85	4549
2013-12-01 14:00:00.000000	23.85	4550
2013-12-02 13:00:00.000000	23.85	4551
2013-12-02 16:00:00.000000	23.85	4552
2013-12-04 17:00:00.000000	23.85	4553
2013-03-16 12:00:00.000000	23.825	4554
2013-03-26 21:00:00.000000	23.825	4555
2013-03-27 02:00:00.000000	23.825	4556
2013-03-30 23:00:00.000000	23.825	4557
2013-04-04 09:00:00.000000	23.825	4558
2013-04-20 04:00:00.000000	23.825	4559
2013-06-04 21:00:00.000000	23.825	4560
2013-06-12 20:00:00.000000	23.825	4561
2013-07-11 05:00:00.000000	23.825	4562
2013-07-12 22:00:00.000000	23.825	4563
2013-07-20 11:00:00.000000	23.825	4564
2013-08-11 22:00:00.000000	23.825	4565
2013-08-12 03:00:00.000000	23.825	4566
2013-09-21 05:00:00.000000	23.825	4567
2013-10-03 03:00:00.000000	23.825	4568
2013-11-16 00:00:00.000000	23.825	4569
2013-11-17 23:00:00.000000	23.825	4570
2013-12-22 04:00:00.000000	23.825	4571
2013-12-29 19:00:00.000000	23.825	4572
2013-02-03 12:00:00.000000	23.8	4573
2013-02-17 14:00:00.000000	23.8	4574
2013-02-24 07:00:00.000000	23.8	4575
2013-03-05 00:00:00.000000	23.8	4576
2013-03-26 19:00:00.000000	23.8	4577
2013-03-27 19:00:00.000000	23.8	4578
2013-03-29 23:00:00.000000	23.8	4579
2013-04-04 10:00:00.000000	23.8	4580
2013-04-24 00:00:00.000000	23.8	4581
2013-05-11 22:00:00.000000	23.8	4582
2013-07-04 01:00:00.000000	23.8	4583
2013-08-11 21:00:00.000000	23.8	4584
2013-11-12 01:00:00.000000	23.8	4585
2013-12-20 06:00:00.000000	23.8	4586
2013-12-26 06:00:00.000000	23.8	4587
2013-12-29 21:00:00.000000	23.8	4588
2013-12-31 13:00:00.000000	23.8	4589
2013-09-11 05:00:00.000000	23.799999999999997	4590
2013-01-12 07:00:00.000000	23.775	4591
2013-01-27 10:00:00.000000	23.775	4592
2013-02-05 04:00:00.000000	23.775	4593
2013-02-17 06:00:00.000000	23.775	4594
2013-02-24 11:00:00.000000	23.775	4595
2013-03-15 18:00:00.000000	23.775	4596
2013-03-22 20:00:00.000000	23.775	4597
2013-03-25 00:00:00.000000	23.775	4598
2013-03-29 00:00:00.000000	23.775	4599
2013-03-29 20:00:00.000000	23.775	4600
2013-04-04 13:00:00.000000	23.775	4601
2013-04-16 23:00:00.000000	23.775	4602
2013-07-04 00:00:00.000000	23.775	4603
2013-07-04 04:00:00.000000	23.775	4604
2013-09-02 13:00:00.000000	23.775	4605
2013-09-03 22:00:00.000000	23.775	4606
2013-09-18 05:00:00.000000	23.775	4607
2013-09-21 04:00:00.000000	23.775	4608
2013-10-23 03:00:00.000000	23.775	4609
2013-11-17 18:00:00.000000	23.775	4610
2013-11-30 05:00:00.000000	23.775	4611
2013-12-19 22:00:00.000000	23.775	4612
2013-12-28 02:00:00.000000	23.775	4613
2013-12-29 07:00:00.000000	23.775	4614
2013-12-30 19:00:00.000000	23.775	4615
2013-01-20 10:00:00.000000	23.75	4616
2013-01-26 16:00:00.000000	23.75	4617
2013-02-13 16:00:00.000000	23.75	4618
2013-02-17 17:00:00.000000	23.75	4619
2013-03-03 11:00:00.000000	23.75	4620
2013-03-04 03:00:00.000000	23.75	4621
2013-03-04 20:00:00.000000	23.75	4622
2013-03-29 11:00:00.000000	23.75	4623
2013-03-31 00:00:00.000000	23.75	4624
2013-04-06 06:00:00.000000	23.75	4625
2013-04-22 22:00:00.000000	23.75	4626
2013-05-04 22:00:00.000000	23.75	4627
2013-07-11 04:00:00.000000	23.75	4628
2013-07-12 16:00:00.000000	23.75	4629
2013-09-24 22:00:00.000000	23.75	4630
2013-10-02 08:00:00.000000	23.75	4631
2013-10-03 20:00:00.000000	23.75	4632
2013-10-22 05:00:00.000000	23.75	4633
2013-11-30 00:00:00.000000	23.75	4634
2013-12-15 08:00:00.000000	23.75	4635
2013-12-21 06:00:00.000000	23.75	4636
2013-12-21 14:00:00.000000	23.75	4637
2013-12-27 19:00:00.000000	23.75	4638
2013-01-04 22:00:00.000000	23.725	4639
2013-01-13 13:00:00.000000	23.725	4640
2013-02-04 00:00:00.000000	23.725	4641
2013-03-04 05:00:00.000000	23.725	4642
2013-03-16 15:00:00.000000	23.725	4643
2013-03-26 11:00:00.000000	23.725	4644
2013-03-28 00:00:00.000000	23.725	4645
2013-03-29 02:00:00.000000	23.725	4646
2013-07-11 03:00:00.000000	23.725	4647
2013-08-12 00:00:00.000000	23.725	4648
2013-08-12 21:00:00.000000	23.725	4649
2013-10-03 04:00:00.000000	23.725	4650
2013-11-16 22:00:00.000000	23.725	4651
2013-04-13 02:00:00.000000	23.724999999999998	4652
2013-01-13 16:00:00.000000	23.700000000000003	4653
2013-01-20 14:00:00.000000	23.700000000000003	4654
2013-02-04 10:00:00.000000	23.700000000000003	4655
2013-01-04 04:00:00.000000	23.7	4656
2013-01-05 09:00:00.000000	23.7	4657
2013-03-02 13:00:00.000000	23.7	4658
2013-05-31 12:00:00.000000	23.7	4659
2013-08-12 04:00:00.000000	23.7	4660
2013-09-03 08:00:00.000000	23.7	4661
2013-11-10 00:00:00.000000	23.7	4662
2013-11-17 06:00:00.000000	23.7	4663
2013-11-30 19:00:00.000000	23.7	4664
2013-12-01 12:00:00.000000	23.7	4665
2013-12-19 19:00:00.000000	23.7	4666
2013-04-04 23:00:00.000000	23.675	4667
2013-04-17 00:00:00.000000	23.675	4668
2013-06-04 22:00:00.000000	23.675	4669
2013-08-12 23:00:00.000000	23.675	4670
2013-09-18 22:00:00.000000	23.675	4671
2013-10-02 14:00:00.000000	23.675	4672
2013-11-30 06:00:00.000000	23.675	4673
2013-11-30 17:00:00.000000	23.675	4674
2013-11-30 20:00:00.000000	23.675	4675
2013-11-30 23:00:00.000000	23.675	4676
2013-01-05 01:00:00.000000	23.65	4677
2013-03-02 14:00:00.000000	23.65	4678
2013-03-04 07:00:00.000000	23.65	4679
2013-03-04 08:00:00.000000	23.65	4680
2013-03-25 21:00:00.000000	23.65	4681
2013-03-26 13:00:00.000000	23.65	4682
2013-04-04 19:00:00.000000	23.65	4683
2013-07-18 05:00:00.000000	23.65	4684
2013-09-02 15:00:00.000000	23.65	4685
2013-10-09 21:00:00.000000	23.65	4686
2013-11-02 09:00:00.000000	23.65	4687
2013-11-30 21:00:00.000000	23.65	4688
2013-12-02 10:00:00.000000	23.65	4689
2013-12-27 21:00:00.000000	23.65	4690
2013-01-05 03:00:00.000000	23.625	4691
2013-02-04 22:00:00.000000	23.625	4692
2013-03-28 15:00:00.000000	23.625	4693
2013-04-13 01:00:00.000000	23.625	4694
2013-08-12 20:00:00.000000	23.625	4695
2013-09-12 03:00:00.000000	23.625	4696
2013-09-20 17:00:00.000000	23.625	4697
2013-10-22 22:00:00.000000	23.625	4698
2013-11-11 03:00:00.000000	23.625	4699
2013-12-22 03:00:00.000000	23.625	4700
2013-12-27 18:00:00.000000	23.625	4701
2013-12-28 01:00:00.000000	23.625	4702
2013-01-20 09:00:00.000000	23.6	4703
2013-02-03 10:00:00.000000	23.6	4704
2013-02-04 12:00:00.000000	23.6	4705
2013-02-17 13:00:00.000000	23.6	4706
2013-03-16 17:00:00.000000	23.6	4707
2013-03-24 20:00:00.000000	23.6	4708
2013-10-25 05:00:00.000000	23.6	4709
2013-11-24 19:00:00.000000	23.6	4710
2013-12-04 21:00:00.000000	23.6	4711
2013-12-20 17:00:00.000000	23.6	4712
2013-12-20 19:00:00.000000	23.6	4713
2013-11-17 03:00:00.000000	23.599999999999998	4714
2013-07-20 03:00:00.000000	23.575000000000003	4715
2013-09-25 03:00:00.000000	23.575000000000003	4716
2013-12-30 01:00:00.000000	23.575000000000003	4717
2013-01-12 06:00:00.000000	23.575	4718
2013-08-12 05:00:00.000000	23.575	4719
2013-09-02 12:00:00.000000	23.575	4720
2013-10-24 01:00:00.000000	23.575	4721
2013-10-29 06:00:00.000000	23.575	4722
2013-11-02 12:00:00.000000	23.575	4723
2013-11-02 16:00:00.000000	23.575	4724
2013-12-04 20:00:00.000000	23.575	4725
2013-12-19 17:00:00.000000	23.575	4726
2013-02-03 09:00:00.000000	23.55	4727
2013-02-17 08:00:00.000000	23.55	4728
2013-03-04 12:00:00.000000	23.55	4729
2013-03-25 07:00:00.000000	23.55	4730
2013-04-18 02:00:00.000000	23.55	4731
2013-04-23 02:00:00.000000	23.55	4732
2013-04-24 04:00:00.000000	23.55	4733
2013-05-31 09:00:00.000000	23.55	4734
2013-07-12 19:00:00.000000	23.55	4735
2013-08-12 07:00:00.000000	23.55	4736
2013-09-02 16:00:00.000000	23.55	4737
2013-09-24 04:00:00.000000	23.55	4738
2013-11-02 10:00:00.000000	23.55	4739
2013-11-29 23:00:00.000000	23.55	4740
2013-12-07 20:00:00.000000	23.55	4741
2013-12-20 02:00:00.000000	23.55	4742
2013-12-20 04:00:00.000000	23.55	4743
2013-12-24 04:00:00.000000	23.55	4744
2013-12-28 00:00:00.000000	23.55	4745
2013-12-30 02:00:00.000000	23.55	4746
2013-05-15 00:00:00.000000	23.525000000000002	4747
2013-08-12 19:00:00.000000	23.525000000000002	4748
2013-01-12 01:00:00.000000	23.525	4749
2013-01-20 13:00:00.000000	23.525	4750
2013-02-02 16:00:00.000000	23.525	4751
2013-02-05 00:00:00.000000	23.525	4752
2013-03-05 03:00:00.000000	23.525	4753
2013-04-25 23:00:00.000000	23.525	4754
2013-09-02 10:00:00.000000	23.525	4755
2013-09-14 02:00:00.000000	23.525	4756
2013-10-15 05:00:00.000000	23.525	4757
2013-10-17 05:00:00.000000	23.525	4758
2013-02-07 02:00:00.000000	23.5	4759
2013-03-02 11:00:00.000000	23.5	4760
2013-03-03 14:00:00.000000	23.5	4761
2013-04-13 06:00:00.000000	23.5	4762
2013-04-23 04:00:00.000000	23.5	4763
2013-06-28 16:00:00.000000	23.5	4764
2013-08-05 00:00:00.000000	23.5	4765
2013-09-12 02:00:00.000000	23.5	4766
2013-11-17 00:00:00.000000	23.5	4767
2013-12-21 00:00:00.000000	23.5	4768
2013-12-29 05:00:00.000000	23.5	4769
2013-01-12 05:00:00.000000	23.475	4770
2013-02-23 14:00:00.000000	23.475	4771
2013-03-02 16:00:00.000000	23.475	4772
2013-03-04 00:00:00.000000	23.475	4773
2013-04-23 03:00:00.000000	23.475	4774
2013-08-12 17:00:00.000000	23.475	4775
2013-09-12 00:00:00.000000	23.475	4776
2013-09-12 01:00:00.000000	23.475	4777
2013-09-13 22:00:00.000000	23.475	4778
2013-09-18 04:00:00.000000	23.475	4779
2013-09-21 06:00:00.000000	23.475	4780
2013-09-24 23:00:00.000000	23.475	4781
2013-09-29 07:00:00.000000	23.475	4782
2013-11-09 22:00:00.000000	23.475	4783
2013-12-02 12:00:00.000000	23.475	4784
2013-12-24 03:00:00.000000	23.475	4785
2013-12-27 04:00:00.000000	23.475	4786
2013-12-29 17:00:00.000000	23.475	4787
2013-12-30 21:00:00.000000	23.475	4788
2013-01-05 22:00:00.000000	23.450000000000003	4789
2013-01-05 10:00:00.000000	23.45	4790
2013-01-20 15:00:00.000000	23.45	4791
2013-01-27 12:00:00.000000	23.45	4792
2013-02-02 14:00:00.000000	23.45	4793
2013-03-03 17:00:00.000000	23.45	4794
2013-03-25 20:00:00.000000	23.45	4795
2013-05-31 10:00:00.000000	23.45	4796
2013-06-18 20:00:00.000000	23.45	4797
2013-08-10 05:00:00.000000	23.45	4798
2013-09-14 04:00:00.000000	23.45	4799
2013-10-11 02:00:00.000000	23.45	4800
2013-12-20 05:00:00.000000	23.45	4801
2013-12-21 22:00:00.000000	23.45	4802
2013-12-29 18:00:00.000000	23.45	4803
2013-12-31 04:00:00.000000	23.45	4804
2013-01-07 21:00:00.000000	23.425	4805
2013-01-12 02:00:00.000000	23.425	4806
2013-03-02 08:00:00.000000	23.425	4807
2013-03-25 03:00:00.000000	23.425	4808
2013-03-27 20:00:00.000000	23.425	4809
2013-04-13 00:00:00.000000	23.425	4810
2013-05-06 19:00:00.000000	23.425	4811
2013-06-19 23:00:00.000000	23.425	4812
2013-07-11 02:00:00.000000	23.425	4813
2013-07-12 23:00:00.000000	23.425	4814
2013-08-12 01:00:00.000000	23.425	4815
2013-09-11 00:00:00.000000	23.425	4816
2013-09-11 02:00:00.000000	23.425	4817
2013-11-16 11:00:00.000000	23.425	4818
2013-12-20 01:00:00.000000	23.425	4819
2013-12-20 21:00:00.000000	23.425	4820
2013-12-30 22:00:00.000000	23.425	4821
2013-03-31 12:00:00.000000	23.424999999999997	4822
2013-09-03 10:00:00.000000	23.424999999999997	4823
2013-11-17 02:00:00.000000	23.424999999999997	4824
2013-12-27 20:00:00.000000	23.424999999999997	4825
2013-01-05 17:00:00.000000	23.4	4826
2013-02-03 15:00:00.000000	23.4	4827
2013-02-16 14:00:00.000000	23.4	4828
2013-02-23 17:00:00.000000	23.4	4829
2013-02-24 08:00:00.000000	23.4	4830
2013-03-22 22:00:00.000000	23.4	4831
2013-03-27 12:00:00.000000	23.4	4832
2013-03-29 12:00:00.000000	23.4	4833
2013-06-13 20:00:00.000000	23.4	4834
2013-08-12 18:00:00.000000	23.4	4835
2013-10-03 06:00:00.000000	23.4	4836
2013-10-22 23:00:00.000000	23.4	4837
2013-11-09 23:00:00.000000	23.4	4838
2013-11-17 16:00:00.000000	23.4	4839
2013-12-21 02:00:00.000000	23.4	4840
2013-12-21 03:00:00.000000	23.4	4841
2013-12-27 23:00:00.000000	23.4	4842
2013-03-04 10:00:00.000000	23.375	4843
2013-03-25 08:00:00.000000	23.375	4844
2013-04-15 04:00:00.000000	23.375	4845
2013-12-09 04:00:00.000000	23.375	4846
2013-12-20 18:00:00.000000	23.375	4847
2013-12-20 20:00:00.000000	23.375	4848
2013-12-29 06:00:00.000000	23.375	4849
2013-01-27 16:00:00.000000	23.35	4850
2013-02-15 16:00:00.000000	23.35	4851
2013-02-16 10:00:00.000000	23.35	4852
2013-03-03 10:00:00.000000	23.35	4853
2013-03-04 16:00:00.000000	23.35	4854
2013-03-17 15:00:00.000000	23.35	4855
2013-03-26 09:00:00.000000	23.35	4856
2013-03-28 02:00:00.000000	23.35	4857
2013-03-30 19:00:00.000000	23.35	4858
2013-04-13 23:00:00.000000	23.35	4859
2013-04-17 02:00:00.000000	23.35	4860
2013-05-04 11:00:00.000000	23.35	4861
2013-05-04 20:00:00.000000	23.35	4862
2013-07-16 20:00:00.000000	23.35	4863
2013-09-18 03:00:00.000000	23.35	4864
2013-09-19 05:00:00.000000	23.35	4865
2013-12-19 16:00:00.000000	23.35	4866
2013-12-20 03:00:00.000000	23.35	4867
2013-12-21 05:00:00.000000	23.35	4868
2013-01-05 06:00:00.000000	23.325000000000003	4869
2013-03-28 23:00:00.000000	23.325000000000003	4870
2013-03-23 04:00:00.000000	23.325	4871
2013-05-15 03:00:00.000000	23.325	4872
2013-07-06 16:00:00.000000	23.325	4873
2013-09-03 13:00:00.000000	23.325	4874
2013-10-02 09:00:00.000000	23.325	4875
2013-10-02 15:00:00.000000	23.325	4876
2013-10-11 03:00:00.000000	23.325	4877
2013-12-07 21:00:00.000000	23.325	4878
2013-12-21 04:00:00.000000	23.325	4879
2013-12-22 02:00:00.000000	23.325	4880
2013-12-28 05:00:00.000000	23.325	4881
2013-01-20 12:00:00.000000	23.3	4882
2013-03-02 10:00:00.000000	23.3	4883
2013-03-28 13:00:00.000000	23.3	4884
2013-04-07 19:00:00.000000	23.3	4885
2013-04-23 01:00:00.000000	23.3	4886
2013-07-21 03:00:00.000000	23.3	4887
2013-09-03 14:00:00.000000	23.3	4888
2013-09-11 19:00:00.000000	23.3	4889
2013-09-20 23:00:00.000000	23.3	4890
2013-09-24 05:00:00.000000	23.3	4891
2013-10-11 22:00:00.000000	23.3	4892
2013-10-23 01:00:00.000000	23.3	4893
2013-11-16 19:00:00.000000	23.3	4894
2013-12-26 21:00:00.000000	23.3	4895
2013-12-29 04:00:00.000000	23.3	4896
2013-01-05 16:00:00.000000	23.299999999999997	4897
2013-07-12 20:00:00.000000	23.299999999999997	4898
