Date	power consumption	Hours of Year
2013-02-19 08:00:00.000000	125.275	1
2013-05-11 07:00:00.000000	123.175	2
2013-06-20 08:00:00.000000	120.825	3
2013-10-10 08:00:00.000000	120.725	4
2013-11-28 07:00:00.000000	120.55	5
2013-01-15 08:00:00.000000	119.95	6
2013-01-14 08:00:00.000000	119.6	7
2013-11-19 07:00:00.000000	119.175	8
2013-12-17 08:00:00.000000	119.15	9
2013-01-29 07:00:00.000000	118.725	10
2013-09-17 07:00:00.000000	118.275	11
2013-01-14 09:00:00.000000	114.575	12
2013-01-29 08:00:00.000000	114.525	13
2013-10-10 09:00:00.000000	113.5	14
2013-01-15 07:00:00.000000	113.2	15
2013-12-17 09:00:00.000000	113.05	16
2013-01-15 09:00:00.000000	112.975	17
2013-05-02 08:00:00.000000	112.825	18
2013-11-28 08:00:00.000000	112.5	19
2013-06-20 09:00:00.000000	112.275	20
2013-05-11 08:00:00.000000	111.975	21
2013-08-10 08:00:00.000000	111.975	22
2013-03-12 08:00:00.000000	111.725	23
2013-09-24 08:00:00.000000	111.6	24
2013-10-09 08:00:00.000000	110.75	25
2013-01-14 07:00:00.000000	110.7	26
2013-01-28 08:00:00.000000	110.675	27
2013-10-25 09:00:00.000000	110.075	28
2013-11-01 09:00:00.000000	110.025	29
2013-09-24 07:00:00.000000	109.75	30
2013-12-17 07:00:00.000000	109.55	31
2013-09-17 08:00:00.000000	107.625	32
2013-06-12 10:00:00.000000	107.275	33
2013-11-19 08:00:00.000000	107.025	34
2013-10-09 07:00:00.000000	106.475	35
2013-02-27 07:00:00.000000	106.375	36
2013-04-30 09:00:00.000000	106.32499999999999	37
2013-01-24 08:00:00.000000	106.225	38
2013-10-12 08:00:00.000000	105.85	39
2013-02-28 08:00:00.000000	105.725	40
2013-10-01 07:00:00.000000	105.625	41
2013-10-22 08:00:00.000000	105.55	42
2013-10-10 07:00:00.000000	105.275	43
2013-11-03 08:00:00.000000	105.25	44
2013-11-06 07:00:00.000000	104.825	45
2013-10-23 10:00:00.000000	104.8	46
2013-01-14 10:00:00.000000	104.575	47
2013-01-29 09:00:00.000000	104.375	48
2013-05-03 08:00:00.000000	104.35	49
2013-10-10 10:00:00.000000	103.875	50
2013-08-03 08:00:00.000000	103.80000000000001	51
2013-10-01 08:00:00.000000	103.75	52
2013-02-18 08:00:00.000000	103.725	53
2013-10-15 07:00:00.000000	103.725	54
2013-07-03 07:00:00.000000	103.55	55
2013-10-12 07:00:00.000000	103.52499999999999	56
2013-06-20 07:00:00.000000	103.5	57
2013-12-11 08:00:00.000000	103.4	58
2013-10-23 08:00:00.000000	103.375	59
2013-12-11 07:00:00.000000	103.325	60
2013-03-05 08:00:00.000000	103.25	61
2013-01-10 07:00:00.000000	103.2	62
2013-10-24 07:00:00.000000	103.2	63
2013-08-01 08:00:00.000000	102.85	64
2013-07-11 08:00:00.000000	102.8	65
2013-01-21 08:00:00.000000	102.25	66
2013-09-07 08:00:00.000000	102.175	67
2013-01-10 08:00:00.000000	101.925	68
2013-03-05 09:00:00.000000	101.775	69
2013-02-18 07:00:00.000000	101.475	70
2013-10-10 11:00:00.000000	101.175	71
2013-09-20 10:00:00.000000	101.025	72
2013-05-02 07:00:00.000000	100.85	73
2013-07-03 08:00:00.000000	100.625	74
2013-07-01 08:00:00.000000	100.55	75
2013-08-04 07:00:00.000000	100.375	76
2013-11-28 09:00:00.000000	100.30000000000001	77
2013-09-07 07:00:00.000000	100.2	78
2013-05-02 09:00:00.000000	100.0	79
2013-08-03 07:00:00.000000	100.0	80
2013-10-22 09:00:00.000000	99.675	81
2013-11-12 08:00:00.000000	99.675	82
2013-01-02 07:00:00.000000	99.65	83
2013-01-15 10:00:00.000000	99.475	84
2013-12-19 08:00:00.000000	99.45	85
2013-01-29 13:00:00.000000	99.4	86
2013-02-27 08:00:00.000000	99.4	87
2013-01-22 08:00:00.000000	99.125	88
2013-01-30 09:00:00.000000	99.025	89
2013-05-03 07:00:00.000000	98.8	90
2013-11-21 08:00:00.000000	98.8	91
2013-10-25 08:00:00.000000	98.775	92
2013-05-11 09:00:00.000000	98.45	93
2013-10-25 10:00:00.000000	98.42500000000001	94
2013-03-07 07:00:00.000000	98.25	95
2013-01-25 08:00:00.000000	98.075	96
2013-10-24 08:00:00.000000	98.05	97
2013-11-26 07:00:00.000000	97.975	98
2013-08-01 07:00:00.000000	97.55	99
2013-12-12 07:00:00.000000	97.45	100
2013-06-18 07:00:00.000000	96.8	101
2013-11-26 08:00:00.000000	96.6	102
2013-08-10 07:00:00.000000	96.5	103
2013-06-06 07:00:00.000000	96.45	104
2013-11-03 07:00:00.000000	96.225	105
2013-10-23 07:00:00.000000	96.075	106
2013-11-22 10:00:00.000000	96.075	107
2013-10-23 09:00:00.000000	95.95	108
2013-12-13 10:00:00.000000	95.9	109
2013-04-02 08:00:00.000000	95.575	110
2013-06-20 10:00:00.000000	95.475	111
2013-08-11 10:00:00.000000	95.225	112
2013-01-14 12:00:00.000000	95.15	113
2013-01-22 09:00:00.000000	95.125	114
2013-09-17 09:00:00.000000	95.075	115
2013-01-25 10:00:00.000000	95.05	116
2013-01-28 07:00:00.000000	95.05	117
2013-09-12 08:00:00.000000	94.975	118
2013-11-12 10:00:00.000000	94.925	119
2013-01-25 09:00:00.000000	94.875	120
2013-08-03 09:00:00.000000	94.775	121
2013-04-29 08:00:00.000000	94.625	122
2013-03-12 09:00:00.000000	94.5	123
2013-11-04 09:00:00.000000	94.5	124
2013-12-18 08:00:00.000000	94.375	125
2013-01-02 08:00:00.000000	94.35	126
2013-11-14 09:00:00.000000	94.3	127
2013-12-18 07:00:00.000000	94.3	128
2013-04-07 08:00:00.000000	94.225	129
2013-10-15 08:00:00.000000	94.175	130
2013-04-16 08:00:00.000000	94.125	131
2013-02-22 09:00:00.000000	94.05	132
2013-02-28 07:00:00.000000	93.975	133
2013-02-19 09:00:00.000000	93.825	134
2013-08-04 08:00:00.000000	93.775	135
2013-11-19 09:00:00.000000	93.65	136
2013-01-02 10:00:00.000000	93.25	137
2013-02-20 07:00:00.000000	93.225	138
2013-03-19 07:00:00.000000	93.125	139
2013-01-30 08:00:00.000000	93.1	140
2013-11-21 09:00:00.000000	93.075	141
2013-06-18 08:00:00.000000	92.95	142
2013-02-10 08:00:00.000000	92.825	143
2013-06-03 07:00:00.000000	92.775	144
2013-01-14 11:00:00.000000	92.675	145
2013-03-19 08:00:00.000000	92.6	146
2013-04-02 07:00:00.000000	92.6	147
2013-02-26 08:00:00.000000	92.5	148
2013-11-28 10:00:00.000000	92.45	149
2013-09-10 08:00:00.000000	92.425	150
2013-06-18 09:00:00.000000	92.3	151
2013-04-03 07:00:00.000000	92.25	152
2013-08-11 09:00:00.000000	92.25	153
2013-03-05 10:00:00.000000	91.9	154
2013-01-28 11:00:00.000000	91.675	155
2013-01-22 07:00:00.000000	91.6	156
2013-12-11 09:00:00.000000	91.6	157
2013-06-17 13:00:00.000000	91.525	158
2013-12-12 10:00:00.000000	91.45	159
2013-11-06 08:00:00.000000	91.325	160
2013-01-24 07:00:00.000000	91.3	161
2013-12-04 09:00:00.000000	91.3	162
2013-03-14 07:00:00.000000	91.22500000000001	163
2013-04-30 08:00:00.000000	91.1	164
2013-12-19 10:00:00.000000	91.075	165
2013-12-04 10:00:00.000000	91.05	166
2013-09-18 10:00:00.000000	91.0	167
2013-05-13 08:00:00.000000	90.95	168
2013-11-06 09:00:00.000000	90.925	169
2013-11-14 08:00:00.000000	90.85	170
2013-02-25 07:00:00.000000	90.6	171
2013-11-29 08:00:00.000000	90.6	172
2013-03-14 08:00:00.000000	90.55	173
2013-04-30 07:00:00.000000	90.35	174
2013-11-26 09:00:00.000000	90.35	175
2013-01-10 10:00:00.000000	90.275	176
2013-01-23 07:00:00.000000	90.225	177
2013-07-10 09:00:00.000000	90.15	178
2013-12-19 09:00:00.000000	90.15	179
2013-02-26 09:00:00.000000	90.0	180
2013-12-03 07:00:00.000000	89.95	181
2013-11-01 10:00:00.000000	89.80000000000001	182
2013-01-02 09:00:00.000000	89.75	183
2013-11-04 08:00:00.000000	89.725	184
2013-03-07 08:00:00.000000	89.6	185
2013-08-07 09:00:00.000000	89.55	186
2013-05-17 09:00:00.000000	89.325	187
2013-10-15 09:00:00.000000	89.3	188
2013-10-22 10:00:00.000000	89.25	189
2013-11-03 13:00:00.000000	89.15	190
2013-02-25 08:00:00.000000	89.05	191
2013-09-07 09:00:00.000000	88.975	192
2013-05-17 08:00:00.000000	88.925	193
2013-01-28 09:00:00.000000	88.9	194
2013-02-22 10:00:00.000000	88.85	195
2013-01-21 07:00:00.000000	88.75	196
2013-05-03 12:00:00.000000	88.75	197
2013-01-28 13:00:00.000000	88.725	198
2013-03-18 07:00:00.000000	88.7	199
2013-12-18 09:00:00.000000	88.4	200
2013-10-10 12:00:00.000000	88.35	201
2013-07-01 07:00:00.000000	88.325	202
2013-07-05 07:00:00.000000	88.30000000000001	203
2013-01-24 10:00:00.000000	88.3	204
2013-04-18 07:00:00.000000	88.25	205
2013-05-02 11:00:00.000000	88.125	206
2013-06-19 08:00:00.000000	88.1	207
2013-09-20 12:00:00.000000	88.075	208
2013-11-01 08:00:00.000000	88.075	209
2013-11-12 11:00:00.000000	88.05	210
2013-11-13 08:00:00.000000	87.975	211
2013-01-29 14:00:00.000000	87.94999999999999	212
2013-11-29 13:00:00.000000	87.75	213
2013-04-16 07:00:00.000000	87.725	214
2013-11-15 10:00:00.000000	87.675	215
2013-02-25 12:00:00.000000	87.65	216
2013-08-02 09:00:00.000000	87.575	217
2013-04-22 07:00:00.000000	87.45	218
2013-12-12 09:00:00.000000	87.425	219
2013-12-12 08:00:00.000000	87.4	220
2013-06-06 08:00:00.000000	87.375	221
2013-12-18 10:00:00.000000	87.325	222
2013-01-14 14:00:00.000000	87.225	223
2013-04-29 13:00:00.000000	87.2	224
2013-04-03 08:00:00.000000	87.125	225
2013-06-25 07:00:00.000000	87.10000000000001	226
2013-05-03 09:00:00.000000	87.07499999999999	227
2013-11-21 07:00:00.000000	87.05	228
2013-02-19 07:00:00.000000	86.975	229
2013-01-30 07:00:00.000000	86.95	230
2013-01-25 12:00:00.000000	86.925	231
2013-01-30 10:00:00.000000	86.9	232
2013-12-13 09:00:00.000000	86.9	233
2013-11-20 08:00:00.000000	86.875	234
2013-01-18 10:00:00.000000	86.8	235
2013-12-19 07:00:00.000000	86.75	236
2013-01-25 07:00:00.000000	86.7	237
2013-11-27 08:00:00.000000	86.65	238
2013-01-23 08:00:00.000000	86.625	239
2013-05-17 10:00:00.000000	86.625	240
2013-01-14 13:00:00.000000	86.575	241
2013-06-06 10:00:00.000000	86.55	242
2013-09-12 07:00:00.000000	86.525	243
2013-09-01 07:00:00.000000	86.425	244
2013-11-13 10:00:00.000000	86.375	245
2013-11-26 10:00:00.000000	86.375	246
2013-10-12 10:00:00.000000	86.35	247
2013-11-15 09:00:00.000000	86.325	248
2013-06-25 08:00:00.000000	86.275	249
2013-01-29 11:00:00.000000	86.25	250
2013-09-27 10:00:00.000000	86.1	251
2013-09-07 13:00:00.000000	85.975	252
2013-11-03 09:00:00.000000	85.65	253
2013-12-12 11:00:00.000000	85.625	254
2013-08-02 08:00:00.000000	85.5	255
2013-12-03 08:00:00.000000	85.5	256
2013-09-17 10:00:00.000000	85.475	257
2013-10-22 07:00:00.000000	85.475	258
2013-07-02 10:00:00.000000	85.45	259
2013-01-10 09:00:00.000000	85.425	260
2013-06-02 07:00:00.000000	85.375	261
2013-03-18 08:00:00.000000	85.35	262
2013-10-09 09:00:00.000000	85.35	263
2013-06-18 12:00:00.000000	85.3	264
2013-07-16 07:00:00.000000	85.3	265
2013-11-14 10:00:00.000000	85.3	266
2013-06-17 14:00:00.000000	85.2	267
2013-11-15 08:00:00.000000	85.175	268
2013-09-10 07:00:00.000000	85.15	269
2013-01-24 09:00:00.000000	85.075	270
2013-02-10 10:00:00.000000	85.075	271
2013-07-02 08:00:00.000000	85.025	272
2013-08-10 09:00:00.000000	85.025	273
2013-11-13 11:00:00.000000	84.875	274
2013-02-27 09:00:00.000000	84.85	275
2013-02-25 13:00:00.000000	84.65	276
2013-07-05 08:00:00.000000	84.65	277
2013-02-05 07:00:00.000000	84.625	278
2013-01-29 12:00:00.000000	84.575	279
2013-12-17 10:00:00.000000	84.55	280
2013-01-18 09:00:00.000000	84.475	281
2013-06-25 09:00:00.000000	84.475	282
2013-02-25 11:00:00.000000	84.35	283
2013-04-26 10:00:00.000000	84.25	284
2013-07-05 09:00:00.000000	84.25	285
2013-11-29 11:00:00.000000	84.17500000000001	286
2013-08-03 10:00:00.000000	84.15	287
2013-11-27 09:00:00.000000	84.15	288
2013-01-29 10:00:00.000000	84.125	289
2013-02-19 10:00:00.000000	84.0	290
2013-03-21 07:00:00.000000	83.975	291
2013-04-07 10:00:00.000000	83.9	292
2013-11-03 12:00:00.000000	83.875	293
2013-11-03 10:00:00.000000	83.775	294
2013-02-10 09:00:00.000000	83.7	295
2013-06-06 09:00:00.000000	83.65	296
2013-06-18 13:00:00.000000	83.64999999999999	297
2013-11-09 10:00:00.000000	83.45	298
2013-04-02 09:00:00.000000	83.3	299
2013-10-07 07:00:00.000000	83.275	300
2013-04-29 07:00:00.000000	83.0	301
2013-04-18 08:00:00.000000	82.95	302
2013-09-04 12:00:00.000000	82.925	303
2013-11-12 07:00:00.000000	82.875	304
2013-10-10 13:00:00.000000	82.825	305
2013-09-26 11:00:00.000000	82.80000000000001	306
2013-12-16 08:00:00.000000	82.775	307
2013-01-03 08:00:00.000000	82.75	308
2013-01-15 13:00:00.000000	82.675	309
2013-10-24 09:00:00.000000	82.65	310
2013-11-21 10:00:00.000000	82.65	311
2013-02-28 09:00:00.000000	82.6	312
2013-05-13 07:00:00.000000	82.6	313
2013-12-19 11:00:00.000000	82.55000000000001	314
2013-04-29 09:00:00.000000	82.525	315
2013-01-16 07:00:00.000000	82.325	316
2013-12-13 08:00:00.000000	82.3	317
2013-05-13 12:00:00.000000	82.225	318
2013-04-15 07:00:00.000000	82.175	319
2013-01-25 13:00:00.000000	82.15	320
2013-07-02 07:00:00.000000	82.15	321
2013-03-22 09:00:00.000000	82.1	322
2013-07-06 09:00:00.000000	81.975	323
2013-08-07 13:00:00.000000	81.92500000000001	324
2013-07-16 09:00:00.000000	81.875	325
2013-09-07 12:00:00.000000	81.85	326
2013-09-30 13:00:00.000000	81.775	327
2013-11-04 10:00:00.000000	81.7	328
2013-05-15 07:00:00.000000	81.6	329
2013-08-11 08:00:00.000000	81.575	330
2013-02-10 07:00:00.000000	81.57499999999999	331
2013-11-14 07:00:00.000000	81.57499999999999	332
2013-09-18 11:00:00.000000	81.55	333
2013-10-01 09:00:00.000000	81.5	334
2013-02-20 08:00:00.000000	81.475	335
2013-08-04 09:00:00.000000	81.475	336
2013-08-07 08:00:00.000000	81.475	337
2013-06-11 07:00:00.000000	81.425	338
2013-08-01 09:00:00.000000	81.4	339
2013-09-20 11:00:00.000000	81.375	340
2013-08-01 10:00:00.000000	81.35	341
2013-01-30 11:00:00.000000	81.325	342
2013-04-29 10:00:00.000000	81.25	343
2013-04-26 08:00:00.000000	81.225	344
2013-11-15 07:00:00.000000	81.225	345
2013-04-07 09:00:00.000000	81.15	346
2013-11-20 10:00:00.000000	81.125	347
2013-01-28 12:00:00.000000	81.075	348
2013-03-12 07:00:00.000000	81.05	349
2013-02-18 10:00:00.000000	81.0	350
2013-10-25 12:00:00.000000	81.0	351
2013-06-19 09:00:00.000000	80.975	352
2013-09-24 09:00:00.000000	80.975	353
2013-02-21 07:00:00.000000	80.9	354
2013-07-02 09:00:00.000000	80.875	355
2013-07-10 13:00:00.000000	80.8	356
2013-11-27 07:00:00.000000	80.775	357
2013-03-07 12:00:00.000000	80.675	358
2013-11-11 08:00:00.000000	80.675	359
2013-03-06 08:00:00.000000	80.6	360
2013-09-18 08:00:00.000000	80.55	361
2013-05-12 08:00:00.000000	80.5	362
2013-11-12 09:00:00.000000	80.475	363
2013-01-28 14:00:00.000000	80.425	364
2013-08-11 12:00:00.000000	80.4	365
2013-01-02 12:00:00.000000	80.2	366
2013-12-11 10:00:00.000000	80.1	367
2013-09-30 12:00:00.000000	80.05000000000001	368
2013-06-02 08:00:00.000000	80.025	369
2013-10-01 10:00:00.000000	80.0	370
2013-10-23 11:00:00.000000	80.0	371
2013-06-12 12:00:00.000000	79.975	372
2013-07-11 07:00:00.000000	79.925	373
2013-07-03 09:00:00.000000	79.875	374
2013-04-26 11:00:00.000000	79.85	375
2013-08-07 10:00:00.000000	79.85	376
2013-02-07 08:00:00.000000	79.8	377
2013-06-21 09:00:00.000000	79.8	378
2013-09-10 09:00:00.000000	79.8	379
2013-09-07 11:00:00.000000	79.725	380
2013-08-11 11:00:00.000000	79.675	381
2013-04-02 11:00:00.000000	79.65	382
2013-09-16 08:00:00.000000	79.65	383
2013-11-09 09:00:00.000000	79.625	384
2013-09-10 10:00:00.000000	79.60000000000001	385
2013-07-03 10:00:00.000000	79.575	386
2013-11-01 11:00:00.000000	79.55	387
2013-12-09 11:00:00.000000	79.55	388
2013-11-01 12:00:00.000000	79.525	389
2013-11-22 09:00:00.000000	79.525	390
2013-09-26 10:00:00.000000	79.5	391
2013-09-07 14:00:00.000000	79.475	392
2013-09-27 09:00:00.000000	79.475	393
2013-01-14 15:00:00.000000	79.425	394
2013-06-19 10:00:00.000000	79.375	395
2013-06-03 08:00:00.000000	79.35	396
2013-10-25 11:00:00.000000	79.325	397
2013-03-15 07:00:00.000000	79.3	398
2013-12-17 14:00:00.000000	79.275	399
2013-06-19 07:00:00.000000	79.14999999999999	400
2013-01-28 10:00:00.000000	79.125	401
2013-03-13 07:00:00.000000	79.025	402
2013-02-26 07:00:00.000000	79.0	403
2013-06-26 10:00:00.000000	78.975	404
2013-09-26 12:00:00.000000	78.975	405
2013-01-03 07:00:00.000000	78.925	406
2013-04-25 08:00:00.000000	78.875	407
2013-05-07 09:00:00.000000	78.725	408
2013-01-21 09:00:00.000000	78.7	409
2013-09-18 07:00:00.000000	78.625	410
2013-12-04 08:00:00.000000	78.625	411
2013-02-18 11:00:00.000000	78.575	412
2013-03-12 10:00:00.000000	78.575	413
2013-11-09 07:00:00.000000	78.575	414
2013-11-29 12:00:00.000000	78.575	415
2013-04-22 08:00:00.000000	78.55	416
2013-09-26 07:00:00.000000	78.55	417
2013-05-02 10:00:00.000000	78.425	418
2013-02-19 13:00:00.000000	78.275	419
2013-03-19 09:00:00.000000	78.275	420
2013-09-25 08:00:00.000000	78.225	421
2013-12-06 07:00:00.000000	78.175	422
2013-09-26 08:00:00.000000	78.15	423
2013-07-10 10:00:00.000000	78.125	424
2013-04-06 10:00:00.000000	78.075	425
2013-02-07 13:00:00.000000	78.05	426
2013-11-29 09:00:00.000000	78.05	427
2013-07-01 09:00:00.000000	78.025	428
2013-01-22 10:00:00.000000	78.0	429
2013-01-31 07:00:00.000000	77.95	430
2013-08-07 16:00:00.000000	77.925	431
2013-12-13 12:00:00.000000	77.925	432
2013-04-23 12:00:00.000000	77.9	433
2013-12-13 11:00:00.000000	77.9	434
2013-09-01 08:00:00.000000	77.825	435
2013-11-20 09:00:00.000000	77.775	436
2013-11-04 07:00:00.000000	77.72500000000001	437
2013-05-13 13:00:00.000000	77.725	438
2013-02-22 12:00:00.000000	77.675	439
2013-03-07 10:00:00.000000	77.675	440
2013-03-14 10:00:00.000000	77.625	441
2013-05-17 12:00:00.000000	77.625	442
2013-06-18 10:00:00.000000	77.60000000000001	443
2013-06-11 08:00:00.000000	77.6	444
2013-01-16 08:00:00.000000	77.55	445
2013-04-25 07:00:00.000000	77.55	446
2013-07-05 10:00:00.000000	77.525	447
2013-06-11 09:00:00.000000	77.5	448
2013-08-07 14:00:00.000000	77.5	449
2013-02-18 13:00:00.000000	77.425	450
2013-11-20 11:00:00.000000	77.325	451
2013-06-28 10:00:00.000000	77.3	452
2013-04-02 10:00:00.000000	77.2	453
2013-04-02 12:00:00.000000	77.2	454
2013-06-26 07:00:00.000000	77.2	455
2013-09-20 13:00:00.000000	77.175	456
2013-10-07 14:00:00.000000	77.175	457
2013-03-14 09:00:00.000000	77.14999999999999	458
2013-09-20 07:00:00.000000	77.075	459
2013-01-31 08:00:00.000000	77.05	460
2013-01-15 12:00:00.000000	77.025	461
2013-01-29 15:00:00.000000	77.0	462
2013-01-22 11:00:00.000000	76.95	463
2013-12-13 07:00:00.000000	76.925	464
2013-12-17 13:00:00.000000	76.925	465
2013-06-20 13:00:00.000000	76.9	466
2013-05-12 07:00:00.000000	76.875	467
2013-02-20 09:00:00.000000	76.825	468
2013-05-02 14:00:00.000000	76.825	469
2013-07-11 09:00:00.000000	76.825	470
2013-12-03 09:00:00.000000	76.825	471
2013-01-23 09:00:00.000000	76.8	472
2013-04-25 09:00:00.000000	76.8	473
2013-04-03 09:00:00.000000	76.725	474
2013-07-06 10:00:00.000000	76.65	475
2013-02-10 11:00:00.000000	76.575	476
2013-02-18 12:00:00.000000	76.55	477
2013-05-03 11:00:00.000000	76.475	478
2013-06-11 10:00:00.000000	76.475	479
2013-06-02 09:00:00.000000	76.425	480
2013-09-25 07:00:00.000000	76.4	481
2013-11-13 12:00:00.000000	76.35	482
2013-04-29 12:00:00.000000	76.325	483
2013-09-01 10:00:00.000000	76.3	484
2013-02-18 09:00:00.000000	76.25	485
2013-07-16 10:00:00.000000	76.225	486
2013-06-06 12:00:00.000000	76.2	487
2013-02-07 14:00:00.000000	76.19999999999999	488
2013-04-26 12:00:00.000000	76.15	489
2013-12-16 07:00:00.000000	76.125	490
2013-03-06 07:00:00.000000	76.025	491
2013-01-25 11:00:00.000000	76.0	492
2013-02-25 09:00:00.000000	76.0	493
2013-04-11 08:00:00.000000	75.975	494
2013-07-16 08:00:00.000000	75.925	495
2013-08-07 11:00:00.000000	75.9	496
2013-02-12 08:00:00.000000	75.875	497
2013-06-24 08:00:00.000000	75.85	498
2013-09-04 13:00:00.000000	75.775	499
2013-09-16 07:00:00.000000	75.725	500
2013-05-03 13:00:00.000000	75.7	501
2013-07-05 12:00:00.000000	75.7	502
2013-08-07 15:00:00.000000	75.7	503
2013-11-29 07:00:00.000000	75.625	504
2013-11-09 11:00:00.000000	75.6	505
2013-04-03 11:00:00.000000	75.525	506
2013-11-22 12:00:00.000000	75.525	507
2013-06-17 15:00:00.000000	75.5	508
2013-06-12 13:00:00.000000	75.45	509
2013-02-28 10:00:00.000000	75.44999999999999	510
2013-11-29 10:00:00.000000	75.4	511
2013-12-09 08:00:00.000000	75.375	512
2013-04-26 13:00:00.000000	75.35	513
2013-08-03 12:00:00.000000	75.35	514
2013-01-03 10:00:00.000000	75.3	515
2013-06-17 11:00:00.000000	75.3	516
2013-09-13 10:00:00.000000	75.3	517
2013-09-20 08:00:00.000000	75.3	518
2013-08-02 10:00:00.000000	75.25	519
2013-01-15 14:00:00.000000	75.125	520
2013-03-15 08:00:00.000000	75.125	521
2013-02-27 10:00:00.000000	75.1	522
2013-05-13 09:00:00.000000	74.975	523
2013-06-24 07:00:00.000000	74.975	524
2013-06-12 11:00:00.000000	74.925	525
2013-09-26 09:00:00.000000	74.925	526
2013-03-12 12:00:00.000000	74.875	527
2013-08-05 10:00:00.000000	74.825	528
2013-01-02 11:00:00.000000	74.775	529
2013-02-20 10:00:00.000000	74.775	530
2013-02-21 08:00:00.000000	74.775	531
2013-11-09 08:00:00.000000	74.775	532
2013-01-02 13:00:00.000000	74.75	533
2013-08-11 13:00:00.000000	74.725	534
2013-11-19 10:00:00.000000	74.7	535
2013-04-15 09:00:00.000000	74.6	536
2013-10-14 09:00:00.000000	74.6	537
2013-11-03 11:00:00.000000	74.6	538
2013-04-02 13:00:00.000000	74.55	539
2013-07-06 08:00:00.000000	74.525	540
2013-09-12 10:00:00.000000	74.5	541
2013-01-15 11:00:00.000000	74.425	542
2013-11-13 09:00:00.000000	74.425	543
2013-07-06 11:00:00.000000	74.4	544
2013-09-18 09:00:00.000000	74.4	545
2013-06-17 07:00:00.000000	74.375	546
2013-03-22 08:00:00.000000	74.35	547
2013-04-29 14:00:00.000000	74.35	548
2013-11-13 07:00:00.000000	74.35	549
2013-02-25 14:00:00.000000	74.275	550
2013-01-03 09:00:00.000000	74.2	551
2013-06-05 08:00:00.000000	74.2	552
2013-10-25 07:00:00.000000	74.125	553
2013-03-22 10:00:00.000000	74.1	554
2013-10-24 10:00:00.000000	74.025	555
2013-05-17 11:00:00.000000	74.0	556
2013-04-11 14:00:00.000000	73.975	557
2013-10-23 12:00:00.000000	73.975	558
2013-06-03 10:00:00.000000	73.95	559
2013-10-01 13:00:00.000000	73.925	560
2013-09-20 09:00:00.000000	73.825	561
2013-08-07 12:00:00.000000	73.775	562
2013-11-25 08:00:00.000000	73.775	563
2013-06-12 09:00:00.000000	73.75	564
2013-06-17 16:00:00.000000	73.7	565
2013-07-05 11:00:00.000000	73.675	566
2013-03-07 09:00:00.000000	73.6	567
2013-04-03 10:00:00.000000	73.6	568
2013-01-03 12:00:00.000000	73.575	569
2013-11-14 12:00:00.000000	73.525	570
2013-12-09 10:00:00.000000	73.475	571
2013-03-06 09:00:00.000000	73.45	572
2013-03-13 08:00:00.000000	73.425	573
2013-12-17 12:00:00.000000	73.375	574
2013-03-07 11:00:00.000000	73.35	575
2013-12-09 09:00:00.000000	73.325	576
2013-08-05 08:00:00.000000	73.3	577
2013-09-07 10:00:00.000000	73.225	578
2013-09-13 07:00:00.000000	73.225	579
2013-12-03 10:00:00.000000	73.225	580
2013-02-22 08:00:00.000000	73.2	581
2013-11-14 11:00:00.000000	73.2	582
2013-11-25 07:00:00.000000	73.17500000000001	583
2013-04-23 10:00:00.000000	73.175	584
2013-10-14 10:00:00.000000	73.175	585
2013-02-18 14:00:00.000000	73.15	586
2013-10-07 09:00:00.000000	73.075	587
2013-01-17 08:00:00.000000	73.05	588
2013-10-07 08:00:00.000000	73.05	589
2013-04-19 10:00:00.000000	73.025	590
2013-02-05 08:00:00.000000	73.0	591
2013-04-25 10:00:00.000000	72.95	592
2013-09-19 07:00:00.000000	72.9	593
2013-03-18 09:00:00.000000	72.825	594
2013-06-20 11:00:00.000000	72.825	595
2013-08-10 10:00:00.000000	72.8	596
2013-04-07 11:00:00.000000	72.75	597
2013-11-13 13:00:00.000000	72.725	598
2013-11-27 10:00:00.000000	72.7	599
2013-02-22 13:00:00.000000	72.6	600
2013-04-17 14:00:00.000000	72.575	601
2013-09-24 10:00:00.000000	72.575	602
2013-07-11 10:00:00.000000	72.525	603
2013-12-13 13:00:00.000000	72.5	604
2013-04-06 09:00:00.000000	72.475	605
2013-10-14 08:00:00.000000	72.45	606
2013-10-12 14:00:00.000000	72.42500000000001	607
2013-02-19 11:00:00.000000	72.425	608
2013-10-18 10:00:00.000000	72.375	609
2013-06-14 09:00:00.000000	72.35	610
2013-04-26 09:00:00.000000	72.3	611
2013-07-17 14:00:00.000000	72.3	612
2013-09-01 11:00:00.000000	72.225	613
2013-02-05 09:00:00.000000	72.15	614
2013-05-02 12:00:00.000000	72.125	615
2013-11-15 11:00:00.000000	72.125	616
2013-05-07 08:00:00.000000	72.075	617
2013-11-28 12:00:00.000000	72.075	618
2013-11-14 13:00:00.000000	72.05	619
2013-10-09 10:00:00.000000	72.0	620
2013-02-07 09:00:00.000000	71.925	621
2013-12-17 11:00:00.000000	71.925	622
2013-10-12 09:00:00.000000	71.9	623
2013-05-13 10:00:00.000000	71.875	624
2013-01-30 12:00:00.000000	71.85	625
2013-04-19 13:00:00.000000	71.825	626
2013-06-06 13:00:00.000000	71.8	627
2013-11-22 11:00:00.000000	71.775	628
2013-09-27 11:00:00.000000	71.75	629
2013-10-22 13:00:00.000000	71.75	630
